Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Day 1,Day 2,Day 3,Day 4
ASV00037,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,0.605350297,0.167655795,0.341424662,0.076888285
ASV00039,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio,NA,0.068343728,0.457681319,2.300022401,0.328027244
ASV00040,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella,NA,1.263440074,0.494777972,0.174679144,0.083730542
ASV00041,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA,NA,0,0.005885122,0.051259966,0.371073978
ASV00042,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella,NA,2.085572696,0.679285567,0.550518482,0.139262174
ASV00047,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA,0.010813032,0.380110875,0.963243927,0.656719026
ASV00049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.005934151,0.027399763,0.189009508,0.203778063
ASV00050,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA,0.182150605,0.064283634,0,0.003188877
ASV00051,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,NA,0.008734387,0,0.046124156,0.180739312
ASV00052,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA,0.003217876,0.012177672,0.056202512,0.19237038
ASV00055,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA,0.004325213,0.00892954,0.274427705,0.119794641
ASV00057,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA,0.107472139,0.516441974,0.333918909,0.784641108
ASV00058,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA,0.20709679,0.107659236,0.064398087,0.034716272
ASV00065,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,NA,0.042014498,0.050080113,0.118780286,0.197434402
ASV00067,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,NA,0.157999802,0.019534075,0,0
ASV00068,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,marisflavi,0.091151577,0.097161092,0.086275552,0.446940948
ASV00072,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,0.262328027,0.04589036,0.026934832,0.005703841
ASV00073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA,0.518444235,0.509221404,0.520612618,0.250144749
ASV00076,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,brassicae,0.394795228,0.67248142,0.664132082,0.33924725
ASV00080,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA,0.01347724,0.039699667,0.072222037,0.515712711
ASV00089,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,NA,0.100821153,0.022476636,0,0.002514964
ASV00090,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,BRH-c57,NA,0,0.013445239,0.076149987,0.25247281
ASV00092,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA,0.197043679,0.26141708,0.21502416,0.097446166
ASV00097,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,0.140556363,0.003044418,0,0.006753106
ASV00098,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleibacter,NA,0.031729227,0,0.03540247,0.118266898
ASV00101,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA,0.133130487,0.02237478,0,0.009754308
ASV00103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,0.011535854,0.102813058,0.261519583,1.226927551
ASV00106,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA,0.011236533,0.064788385,0.049215155,0.135823577
ASV00110,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA,0.019739613,0.049138492,0.305049658,0.247199377
ASV00111,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sphaerotilus,NA,0.14846392,0.02120907,0,0
ASV00113,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,0.129254935,0.089571533,0.048571825,0.012943185
ASV00115,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,NA,0.121387596,0.006088836,0,0.003188877
ASV00120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.001081303,0.006088836,0.056218129,0.149671048
ASV00125,Bacteria,NA,NA,NA,NA,NA,NA,0,0.011872102,0.384959166,1.357168003
ASV00126,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA,0.022000492,0.087061308,0.099413315,0.163863534
ASV00129,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA,0.057898605,0.132605346,0.028592759,0.111201256
ASV00131,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio,NA,0.009373248,0.14682471,0.564754073,0.054482367
ASV00137,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,0.222019508,0.127295169,0.075553866,0.064125789
ASV00138,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,sediminis,0.20115854,0.066264199,0.081463801,0.030923285
ASV00141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.080392375,0.38622462,0.250849893,0.215795227
ASV00145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,0.19611624,0.165955892,0.065637539,0.087684871
ASV00146,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,MSBL8,NA,NA,0.029114624,0.003044418,0.208664516,1.027835701
ASV00150,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.049743793,0.114664784,0.104371479,0.182247708
ASV00152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA,0.137797128,0.148911665,0.172231832,0.040295253
ASV00162,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus,NA,0.008546292,0.041048715,0.123387944,0.080077163
ASV00195,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccus,NA,0.001081303,0.013648953,0.108461458,0.10335703
ASV00228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA,0.005406516,0.031100606,0.018932878,0.119664408
ASV00229,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Motiliproteus,NA,0.121211602,0.134325625,0.031683758,0.086558815
ASV00255,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA,0.001081303,0.018266508,0.088644421,0.257598876
ASV00292,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA,0,0.017655367,0.090768031,0.358171875
ASV00355,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA,0.016721149,0.024355344,0.108398633,0.065848968
ASV00421,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA,0.020215181,0.078335481,0.117995689,0.03669693
ASV00447,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA,0.002690241,0.021310926,0.14737819,0.052155079
ASV00459,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,NA,0,0,0.029654564,0.229178195
ASV00484,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA,0,0,0.052049708,0.169879911
ASV00613,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,NA,0.008546292,0.030444181,0.120134916,0.023003041
ASV00666,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccus,NA,0.00324391,0,0.117300363,0.041281702
01_R_mobilis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,mobilis,0,0,0,0
02_M_ruestringensis,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,ruestringensis,0,0,0,0
03_P_gallaeciensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter gallaeciensis,,0,0,0,0
04_R_calidilacus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibaca,calidilacus,0,0,0,0
05_M_antarctica,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,antarctica,0,0,0,0
06_D_eberneus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,eberneus,0,0,0,0
07_J_marina,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Joostella,marina,0,0,0,0
08_L_aquatica,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,aquatica,0,0,0,0
09_H_campaniensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,campaniensis,0,0,0,0
10_N_aquibiodomus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,aquibiodomus,0,0,0,0
11_A_macleodii,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,macleodii,0,0,0,0
12_H_saccharevitans,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,saccharevitans,0,0,0,0
13_H_aestuarii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,aestuarii,0,0,0,0
14_C_halophilus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,halophilus,0,0,0,0
15_T_dalianensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,dalianensis,0,0,0,0
16_R_aestuari,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,aestuarii,0,0,0,0
17_A_australica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,australica,0,0,0,0
18_V_tubiashii,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,tubiashii,0,0,0,0
19_P_shioyasakaiensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,shioyasakaiensis,0,0,0,0
20_G_terrae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,terrae,0,0,0,0
