GG OTU,KEGG,ASV,Gene copies,Abundance (%),Contribution (%),Phylum,Class,Order,Family,Genus,Species
1111582,K03933,ASV0089,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,NA
624227,K01183,ASV0101,1,0.001549044,0.000194393,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA
624227,K03933,ASV0101,1,0.001549044,0.002125605,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA
593437,K01452,ASV0107,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
217239,K01452,ASV0109,1,0.073338631,0.001435821,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,adriaticum
854050,K01183,ASV0114,1,0.035791866,0.004491603,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
722628,K01452,ASV0123,1,1.035583795,0.020274619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
217732,K01183,ASV0126,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
1011088,K01452,ASV0141,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
4198891,K01183,ASV0153,1,0.120624429,0.015137436,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
106281,K01183,ASV0157,1,0.116355315,0.014601696,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,marinum
1011088,K01452,ASV0168,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
568345,K01452,ASV0178,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
974121,K01183,ASV0186,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV0186,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV0186,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1111582,K03933,ASV0219,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
2111163,K03791,ASV0235,1,0.003514936,0.09817322,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,gilardii
2252883,K01183,ASV0258,1,0.107152534,0.013446817,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,SM23-31,NA
1097359,K01452,ASV0266,1,0.038450361,0.00075278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
579705,K01452,ASV0271,1,0.110588244,0.002165092,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
593437,K01452,ASV0280,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
326605,K01452,ASV0302,1,0.00080928,1.58E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
326605,K03933,ASV0302,1,0.00080928,0.001110497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
922761,K01183,ASV0306,1,0.007554427,0.000948022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Lelliottia,NA
922761,K03791,ASV0306,1,0.007554427,0.210997419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Lelliottia,NA
922761,K03933,ASV0306,2,0.007554427,0.020732434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Lelliottia,NA
936354,K01452,ASV0315,1,0.00035309,6.91E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
913174,K01183,ASV0318,1,0.000176545,2.22E-05,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,NA
839235,K01183,ASV0336,1,0.00265691,0.000333422,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA
839235,K03933,ASV0336,1,0.00265691,0.003645823,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA
1101451,K01183,ASV0337,1,0.001606501,0.000201603,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA
741010,K01183,ASV0342,3,0.000641095,0.000241357,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,gandavensis
188150,K01452,ASV0343,1,0.065062047,0.001273782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
722628,K01452,ASV0344,1,1.035583795,0.020274619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
217732,K01183,ASV0364,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
1848083,K01452,ASV0371,1,0.054937157,0.001075557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
817734,K01183,ASV0372,1,0.000515682,6.47E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
817734,K03791,ASV0372,2,0.000515682,0.028806307,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
817734,K03933,ASV0372,1,0.000515682,0.000707621,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1033018,K01183,ASV0390,2,0.001690764,0.000424356,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,ASV0390,1,0.001690764,0.047223542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1097359,K01452,ASV0393,1,0.038450361,0.00075278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
568345,K01452,ASV0400,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
705967,K01452,ASV0403,1,0.168736564,0.003303518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,NA
1111582,K03933,ASV0417,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA
188150,K01452,ASV0425,1,0.065062047,0.001273782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
1051517,K01183,ASV0428,1,0.017178248,0.002155738,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
1011088,K01452,ASV0436,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
314432,K01452,ASV0437,1,0.000264427,5.18E-06,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Arthrospira_PCC-7345,NA
1011088,K01452,ASV0458,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
225487,K01452,ASV0486,1,0.000174595,3.42E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K01183,ASV0495,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV0495,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV0495,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1111582,K03933,ASV0500,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,NA
814909,K01183,ASV0518,1,0.001208994,0.000151719,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
4424725,K01183,ASV0522,1,0.02443744,0.00306671,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,blandensis
589277,K01183,ASV0529,1,0.000261892,3.29E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei
585063,K01183,ASV0542,1,0.00034919,4.38E-05,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
585063,K03933,ASV0542,1,0.00034919,0.00047916,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA,NA
646549,K01183,ASV0554,1,0.002814132,0.000353152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV0554,1,0.002814132,0.078599553,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,ASV0554,2,0.002814132,0.007723128,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
939811,K01183,ASV0556,3,0.154507291,0.058168424,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K01452,ASV0556,1,0.154507291,0.003024938,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
939811,K03933,ASV0556,1,0.154507291,0.212015567,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
580625,K01452,ASV0561,1,0.017397787,0.000340613,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
1051517,K01183,ASV0578,1,0.017178248,0.002155738,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
643362,K01183,ASV0595,2,0.000437409,0.000109783,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,NA
359098,K01183,ASV0606,1,0.000124974,1.57E-05,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA
275246,K01183,ASV0613,3,1.405437762,0.52911483,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,NA
512485,K01452,ASV0623,1,0.000277681,5.44E-06,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
646549,K01183,ASV0649,1,0.002814132,0.000353152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV0649,1,0.002814132,0.078599553,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,ASV0649,2,0.002814132,0.007723128,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
580625,K01452,ASV0658,1,0.017397787,0.000340613,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,broomeae
589277,K01183,ASV0659,1,0.000261892,3.29E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus
1011088,K01452,ASV0700,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1124040,K03791,ASV0705,1,0.00034919,0.009752982,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,Rivicola,NA
804175,K01452,ASV0712,1,0.043152382,0.000844836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
1097359,K01452,ASV0743,1,0.038450361,0.00075278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
773900,K01452,ASV0757,1,0.349701245,0.006846437,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
773575,K01183,ASV0762,1,0.00154931,0.000194426,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
922761,K01183,ASV0763,1,0.007554427,0.000948022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03791,ASV0763,1,0.007554427,0.210997419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
922761,K03933,ASV0763,2,0.007554427,0.020732434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,agglomerans
836783,K01183,ASV0769,2,0.000970346,0.000243542,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
836783,K03933,ASV0769,1,0.000970346,0.001331513,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
966231,K01183,ASV0798,1,0.000176545,2.22E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
410196,K01183,ASV0814,3,0.00067028,0.000252345,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
410196,K03933,ASV0814,1,0.00067028,0.000919761,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA
1011088,K01452,ASV0817,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
646549,K01183,ASV0822,1,0.002814132,0.000353152,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03791,ASV0822,1,0.002814132,0.078599553,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
646549,K03933,ASV0822,2,0.002814132,0.007723128,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
210236,K01183,ASV0825,1,8.73E-05,1.10E-05,Bacteria,Omnitrophicaeota,NA,NA,NA,NA,NA
773575,K01183,ASV0830,1,0.00154931,0.000194426,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
352304,K01183,ASV0856,1,6.25E-05,7.84E-06,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans
4416230,K01183,ASV0863,1,0.009337813,0.001171824,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,NA
217732,K01183,ASV0870,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
854272,K01452,ASV0878,1,0.009270949,0.000181506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
781203,K01183,ASV0902,1,0.00062487,7.84E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,NA
589071,K01183,ASV0942,2,0.000174595,4.38E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis
579705,K01452,ASV0978,1,0.110588244,0.002165092,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,NA
1097359,K01452,ASV0985,1,0.038450361,0.00075278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
593437,K01452,ASV0999,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA
4432518,K01183,ASV1003,1,0.000790499,9.92E-05,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,NA
568345,K01452,ASV1013,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
922761,K01183,ASV1018,1,0.007554427,0.000948022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,NA
922761,K03791,ASV1018,1,0.007554427,0.210997419,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,NA
922761,K03933,ASV1018,2,0.007554427,0.020732434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,NA
331093,K01183,ASV1023,1,0.01924531,0.002415138,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
331093,K03933,ASV1023,1,0.01924531,0.026408497,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila,NA
1011088,K01452,ASV1024,1,0.145161967,0.002841975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus,NA
1034564,K03791,ASV1035,1,0.00080928,0.022603434,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,hominis
812921,K01452,ASV1061,1,0.063282004,0.001238933,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
1081489,K01183,ASV1063,1,0.000249948,3.14E-05,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,NA
217732,K01183,ASV1073,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
854272,K01452,ASV1076,1,0.009270949,0.000181506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,yeei
589277,K01183,ASV1100,1,0.000261892,3.29E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus
589071,K01183,ASV1104,2,0.000174595,4.38E-05,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis
940348,K01183,ASV1119,1,0.000766554,9.62E-05,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
705967,K01452,ASV1132,1,0.168736564,0.003303518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,NA
1033018,K01183,ASV1138,2,0.001690764,0.000424356,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
1033018,K03791,ASV1138,1,0.001690764,0.047223542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
541859,K03791,ASV1143,1,0.000766554,0.021410084,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
593437,K01452,ASV1151,1,0.397350946,0.007779321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
139292,K01183,ASV1191,1,0.003620167,0.000454303,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
974121,K01183,ASV1205,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV1205,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV1205,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1033018,K01183,ASV1214,2,0.001690764,0.000424356,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K03791,ASV1214,1,0.001690764,0.047223542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K01183,ASV1260,2,0.001690764,0.000424356,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
1033018,K03791,ASV1260,1,0.001690764,0.047223542,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,NA
571698,K01183,ASV1316,1,0.000174595,2.19E-05,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,NA
974121,K01183,ASV1324,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV1324,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV1324,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
1111582,K03933,ASV1339,2,0.003125485,0.008577608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,cecorum
568345,K01452,ASV1381,1,48.31072496,0.945825464,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
821717,K01452,ASV1387,1,0.006966013,0.00013638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
974121,K01183,ASV1394,2,0.001023018,0.000256762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03791,ASV1394,1,0.001023018,0.0285732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
974121,K03933,ASV1394,2,0.001023018,0.002807579,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
326605,K01452,ASV1398,1,0.00080928,1.58E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pseudoalcaligenes
326605,K03933,ASV1398,1,0.00080928,0.001110497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,pseudoalcaligenes
547764,K01183,ASV1423,1,0.002506051,0.00031449,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,NA
1097359,K01452,ASV1459,1,0.038450361,0.00075278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
1052435,K01183,ASV1466,1,8.73E-05,1.10E-05,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
554415,K01183,ASV1468,1,0.000369447,4.64E-05,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
554415,K03791,ASV1468,1,0.000369447,0.010318766,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
217732,K01183,ASV1483,1,1.436192544,0.180231098,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
