Group,daily_1,daily_2,daily_3,daily_4
Desulfovibrio,0.0,0.0,0.0,0.0
Muricauda,0.00032456994482310937,0.012933119362223936,0.0023099531642789954,0.0043121335845896147
Rhodobacteraceae_unclassified,0.00033068783068783067,0.00062052412374035337,0.0,0.00066834170854271357
FamilyI_unclassified,0.0,0.0,0.0,0.0
Maritalea,0.0,0.0,0.0,0.0
SM1A02,0.0,0.0,0.0,0.0
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Methylobacterium,0.0019411375569113772,0.00063624585802732217,0.0,0.0
Desulfobulbaceae_unclassified,0.0,0.0,0.00066107522229760503,0.0036343043341708543
Ignavibacteriales_unclassified,0.0,0.0,0.0,0.0
Terasakiella,0.0035638230548643659,0.0067118816185816081,0.0059488985903398449,0.0099118378350083747
Bacteroidetes_VC2.1_Bac22_ge,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0002981514609421586,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.0,0.0
Halomonas,0.0,0.0,0.0,0.0
MSBL8_ge,0.0,0.0,0.0,0.0
Desulfopila,0.0,0.0,0.00033266799733865598,0.0016543917504187606
Cyclobacterium,0.0,0.0,0.0,0.0
Desulfobacter,0.0,0.0,0.0,0.0
Draconibacterium,0.0,0.0,0.0,0.0
NB1-n_ge,0.0,0.0,0.0,0.0
Desulfobulbaceae_unclassified,0.0,0.0,0.0,0.0
Oleibacter,0.00032456994482310937,0.0,0.0,0.0013193833752093802
SM1A02,0.0,0.0,0.0,0.0
Marinobacter,0.00031836994587710921,0.0002981514609421586,0.0009980039920159682,0.00032552083333333332
Halomonas,0.0,0.0,0.0,0.0
Desulfovibrio,0.0,0.0002981514609421586,0.0023139134975806463,0.00099218750000000001
Halomonas,0.0,0.00032237266279819472,0.0,0.00066834170854271357
Chloroplast_ge,0.0025963132193410382,0.0003138731952291274,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Neptunomonas,0.0,0.0,0.0,0.0
Carboxylicivirga,0.0012981976662111586,0.0018131299675089878,0.0049627755982288293,0.0076432422529313232
Spirochaetaceae_unclassified,0.0,0.0,0.0,0.0
Fodinicurvata,0.0,0.0,0.0,0.0
Pseudoalteromonas,0.0029146831652181477,0.00062052412374035337,0.0,0.0
Arcobacter,0.0019534554417220983,0.00093439731896948072,0.0006633558280264867,0.00033333333333333332
Rhodobacteraceae_unclassified,0.00033068783068783067,0.00032237266279819472,0.0013201702779443846,0.0016543917504187606
Flavobacterium,0.0026024311052057596,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Bacteroidetes_unclassified,0.0,0.0,0.0,0.0
Clostridiales_unclassified,0.0,0.0,0.00032840722495894905,0.0043104585427135682
Desulfovibrio,0.0,0.0,0.0,0.0
MSBL8_ge,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Polaromonas,0.0016288854968989897,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Terasakiella,0.0058233305576528525,0.0062681281745514093,0.0059551395293703782,0.0026560667922948069
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Terasakiella,0.0042067629455645851,0.0068244881602927202,0.0069528430823082897,0.0039754501675041878
Chloroplast_ge,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
FamilyI_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.00032237266279819472,0.00032840722495894905,0.00033333333333333332
Deltaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Sphingomonas,0.0,0.0,0.0,0.0
Bacteroidetes_unclassified,0.0,0.0,0.0,0.0
Rhodospirillaceae_unclassified,0.0,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.00066107522229760503,0.0013288709170854271
Defluviitaleaceae_UCG-011,0.0,0.0,0.0,0.0
Lachnospiraceae_ND3007_group,0.0012919976672651585,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.00097982772033404953,0.0012809911836237115,0.00099176305298543581,0.00099386254187604694
Desulfovibrio,0.0,0.0,0.0,0.00033333333333333332
Comamonadaceae_unclassified,0.0009797456072527706,0.0,0.0,0.0
Cohaesibacter,0.0,0.00061202465617128611,0.0,0.00099386254187604694
Clostridia_unclassified,0.0,0.0002981514609421586,0.00066107522229760503,0.0052948335427135682
Nitriliruptoraceae_ge,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Marinobacter,0.0019595733275868201,0.0028031919569084427,0.0019835261059708716,0.00099386254187604694
Bacteria_unclassified,0.0,0.0,0.00065909505564677978,0.00066834170854271357
Polaribacter_4,0.0,0.0,0.0,0.0
Halieaceae_unclassified,0.0,0.0,0.0,0.0
Marinobacter,0.0,0.0,0.0,0.0
Romboutsia,0.0009797456072527706,0.0003138731952291274,0.0,0.0
Donghicola,0.0,0.0,0.0,0.0
Donghicola,0.00032456994482310937,0.00032237266279819472,0.00032840722495894905,0.00033500837520938025
Staphylococcus,0.0,0.0,0.0,0.0
Trichococcus,0.00097362772138804936,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Flavobacterium,0.0,0.0,0.0,0.0
Marinobacter,0.0,0.0,0.0,0.0
Clostridiales_unclassified,0.0,0.0,0.0,0.0
Donghicola,0.0,0.0,0.0,0.0
Pseudoalteromonas,0.0,0.0,0.0,0.0
Spirochaeta_2,0.0,0.0,0.0,0.0
Oceanibulbus,0.00033068783068783067,0.00062052412374035337,0.00065909505564677978,0.00099386254187604694
Desulfovibrio,0.0,0.0,0.0,0.0
Rhodovulum,0.0,0.0,0.0,0.0
ML-A-10_ge,0.0,0.0,0.0,0.0
Psychrobacter,0.0,0.0,0.0,0.0
Fodinicola,0.0016226854979529892,0.0,0.0,0.0
OPB56_ge,0.0,0.0,0.0,0.0
SM1A02,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.00097362772138804936,0.0036904240730170168,0.002644901767346533,0.0019782375418760469
Neisseria,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Flavobacterium,0.0016350033827637108,0.0003138731952291274,0.0,0.0
Marinobacter,0.0,0.0,0.0,0.0
Stappia,0.0,0.0,0.0,0.0
Oceanospirillaceae_unclassified,0.0,0.0,0.0,0.0
uncultured_ge,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.00033068783068783067,0.00062052412374035337,0.00098948244725655414,0.0016638792922948073
Comamonadaceae_unclassified,0.0016226854979529892,0.00032237266279819472,0.0,0.0
Bacillus,0.0,0.0,0.0,0.0
Porphyromonas,0.0,0.0,0.0,0.0
Streptococcus,0.00033068783068783067,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Bacteroidetes_unclassified,0.0,0.0,0.0,0.0
Veillonella,0.0,0.0,0.0,0.0
Sphingobacteriales_unclassified,0.0,0.0,0.0,0.0
Saprospiraceae_unclassified,0.0,0.0,0.0,0.0
Coxiella,0.0,0.0002981514609421586,0.00033266799733865598,0.0013193833752093802
Bacteria_unclassified,0.0,0.0,0.0,0.00033333333333333332
Alcanivorax,0.0,0.0,0.0,0.0
Planctomycetes_unclassified,0.0,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Psychrobacter,0.0013043155520758801,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0002981514609421586,0.00098978288633461034,0.00032552083333333332
Rothia,0.0,0.0,0.0,0.0
Maricaulis,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Sphingomonadaceae_unclassified,0.00031836994587710921,0.0,0.0,0.0
Methanosarcina,0.0,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.0,0.00099386254187604694
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Thalassotalea,0.0025963953324223171,0.00093439731896948072,0.0013247314894021481,0.00033500837520938025
Bacteria_unclassified,0.0,0.0,0.0033017162172644305,0.012555629711055276
Methylophaga,0.0,0.0,0.0,0.0
Pseudohongiella,0.0006552577755109401,0.0012652694493367428,0.00032840722495894905,0.0009765625
Enterobacteriaceae_unclassified,0.00031836994587710921,0.0,0.0,0.00033500837520938025
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Amorphus,0.0,0.0,0.0,0.0
Terasakiella,0.0,0.0002981514609421586,0.00099176305298543581,0.0013193833752093802
Clostridium_sensu_stricto_1,0.0006552577755109401,0.0,0.0,0.0
Comamonadaceae_unclassified,0.00064905777656493982,0.0,0.0,0.0
Bacteroidetes_BD2-2_ge,0.0,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.0,0.0
Acinetobacter,0.00031836994587710921,0.0,0.0,0.0
Marinobacterium,0.0,0.0,0.0,0.0
Rhodovulum,0.0,0.0,0.0,0.0
OPB56_ge,0.0,0.0,0.0,0.0
CM1G08_ge,0.0013043155520758801,0.0003138731952291274,0.0,0.0
Bacteroidetes_unclassified,0.0,0.0,0.0,0.0
Oceanococcus,0.0,0.0,0.0,0.00033500837520938025
Hyphomonadaceae_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Halomonas,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Pyruvatibacter,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.00032237266279819472,0.0,0.00033500837520938025
Spirochaeta_2,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Bacteroidetes_VC2.1_Bac22_ge,0.0,0.0,0.0,0.0
Streptococcus,0.0,0.0,0.0,0.0
Draconibacteriaceae_unclassified,0.0,0.0,0.0,0.0
Desulfopila,0.0,0.0,0.0,0.0
Thalassospira,0.0016165676120882676,0.0012567699817676754,0.0013244310503240919,0.00032552083333333332
Streptococcus,0.0,0.0,0.0,0.0
Prevotella_7,0.0,0.0,0.0,0.0
Hyphomonas,0.0,0.0005963029218843172,0.00032840722495894905,0.00066052920854271357
Arcobacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Lacimicrobium,0.0,0.0,0.0,0.0
Bradymonadales_ge,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Leptolyngbya,0.0,0.0,0.0,0.0
Prevotella_7,0.0,0.0,0.0,0.0
SM1A02,0.0,0.0,0.0,0.0
Thalassotalea,0.0016103676131422676,0.00093439731896948072,0.00066107522229760503,0.00033333333333333332
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Salinarimonas,0.0,0.0,0.0,0.0
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
NB1-n_ge,0.0,0.0,0.0,0.0
Coxiella,0.0,0.0,0.0,0.0
MSBL8_ge,0.00031836994587710921,0.0,0.0016528382752830407,0.0086209170854271364
Lachnospiraceae_unclassified,0.0,0.0,0.0,0.0
Bacillales_unclassified,0.0,0.0,0.0,0.0
Spirochaeta_2,0.0,0.0,0.0,0.00099386254187604694
Donghicola,0.0,0.0,0.0,0.0
Geobacillus,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
JTB255_marine_benthic_group_ge,0.0,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Desulfobacter,0.0,0.0,0.0,0.0
Balneola,0.0,0.0,0.0,0.0
Spirochaeta_2,0.0,0.0,0.0,0.0
JTB215_ge,0.0,0.0,0.0,0.0
Neptuniibacter,0.0,0.0,0.0,0.0
uncultured_ge,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
Rothia,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Dechloromonas,0.0,0.0,0.0,0.0
Nitratireductor,0.0,0.0,0.0,0.0
Desulfobulbus,0.0,0.0,0.0,0.0
Pseudomonas,0.0,0.0,0.0,0.0
Comamonadaceae_unclassified,0.0,0.0,0.0,0.0
Puniceicoccus,0.0,0.0,0.00099176305298543581,0.00099218750000000001
OM1_clade_ge,0.0,0.0,0.0,0.0
Alkalispirochaeta,0.0,0.0,0.0,0.0
Fluviicola,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
unclassified,0.0,0.0,0.0,0.0
Comamonadaceae_unclassified,0.00032456994482310937,0.0,0.0,0.0
Cupriavidus,0.0,0.0,0.0,0.0
Phormidium,0.0,0.0,0.0,0.0
Deltaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Donghicola,0.0,0.0,0.0,0.0
uncultured,0.00064905777656493982,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Sphingopyxis,0.00031836994587710921,0.0,0.0,0.0
Chryseobacterium,0.0,0.0,0.0,0.0
Flavobacterium,0.00097362772138804936,0.0,0.0,0.0
Marinobacter,0.0,0.0,0.0,0.0
Psychrobacter,0.0,0.0,0.0,0.0
Chloroplast_ge,0.00031836994587710921,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Sphingomonas,0.00031836994587710921,0.0,0.0,0.0
Micrococcaceae_unclassified,0.0,0.0,0.0,0.0
Flavobacterium,0.0,0.0,0.0,0.0
Thalassospira,0.00033068783068783067,0.00032237266279819472,0.0006633558280264867,0.0
Erysipelotrichaceae_UCG-003,0.00031836994587710921,0.0,0.0,0.0
Phycisphaeraceae_unclassified,0.0,0.0,0.0,0.0
uncultured_ge,0.0,0.0,0.0,0.0
Comamonadaceae_unclassified,0.0,0.0,0.0,0.0
Rhodovulum,0.0,0.0,0.0,0.0
Acinetobacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Halomonas,0.0,0.0,0.0,0.0
Aestuariibacter,0.0,0.0,0.0,0.0
Terasakiella,0.0,0.00062052412374035337,0.002644901767346533,0.0016622042504187606
Verrucomicrobia_unclassified,0.0,0.0,0.0,0.0
ss1-B-07-44_ge,0.0,0.0,0.0,0.0
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Alteromonas,0.0,0.0,0.0,0.0
Rhodospirillaceae_unclassified,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Muricauda,0.0,0.0,0.00065909505564677978,0.0016543917504187606
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Phyllobacteriaceae_unclassified,0.0,0.0,0.0,0.0
Cupriavidus,0.00031836994587710921,0.0,0.0,0.0
Granulicatella,0.0,0.0,0.0,0.0
Desulfobacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
SM1A02,0.0,0.0,0.0,0.0
Reinekea,0.0,0.0,0.0,0.0
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Cellvibrionaceae_unclassified,0.0,0.00032237266279819472,0.00065909505564677978,0.00099386254187604694
Planococcaceae_unclassified,0.0,0.0,0.0,0.0
Fusibacter,0.0,0.0,0.0,0.0
Arcobacter,0.00097362772138804936,0.0,0.0,0.0
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Methylobacterium,0.0,0.0,0.0,0.0
Methylophaga,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0002981514609421586,0.0,0.0
Alteromonadaceae_unclassified,0.00064905777656493982,0.0,0.0,0.0
Lachnospiraceae_unclassified,0.00031836994587710921,0.0,0.0,0.0
Donghicola,0.0,0.0,0.0,0.0
ML-A-10_ge,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Motiliproteus,0.0012981976662111586,0.0012567699817676754,0.0,0.00066052920854271357
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
BD2-11_terrestrial_group_ge,0.0,0.0,0.0,0.0
Simplicispira,0.0,0.0,0.0,0.0
Nitriliruptoraceae_ge,0.0,0.0,0.0,0.0
Flavobacterium,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
Flavobacterium,0.00031836994587710921,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Desulfobacter,0.0,0.0,0.0,0.0
Thermomicrobia_unclassified,0.0,0.0,0.0,0.0
uncultured,0.0,0.0,0.0,0.0
S15A-MN91_ge,0.0,0.0,0.0,0.0
Marinobacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Donghicola,0.0,0.0,0.0,0.0
Terasakiella,0.0,0.0,0.0026468819339973584,0.0013288709170854271
Caldithrix,0.0,0.0,0.0,0.0
Marinobacter,0.0,0.0,0.0,0.0
Kordia,0.0,0.0,0.0,0.0
Marivirga,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Spongiibacter,0.0,0.0002981514609421586,0.0,0.0
Neptuniibacter,0.0,0.0,0.0,0.0
Enterobacteriaceae_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Alcanivorax,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Paenibacillus,0.0,0.0,0.0,0.0
Thalassobaculum,0.0,0.0,0.0,0.0
Rhodovulum,0.0,0.0,0.0,0.0
Bacteroidetes_VC2.1_Bac22_ge,0.0,0.0,0.0,0.0
Acinetobacter,0.0,0.0,0.0,0.0
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0002981514609421586,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Gammaproteobacteria_unclassified,0.0,0.0,0.0,0.0
SM1A02,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Bacteroides,0.00033068783068783067,0.0,0.0,0.0
Muricauda,0.0,0.00062052412374035337,0.0006633558280264867,0.00033333333333333332
Bacteria_unclassified,0.0,0.0,0.0,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.00099553758375209387
Marinospirillum,0.0,0.0,0.0,0.0
Flavobacterium,0.0006552577755109401,0.0,0.0,0.0
Halomonadaceae_ge,0.0,0.0,0.0,0.0
Carboxylicivirga,0.0,0.0,0.0013221504445952101,0.00033500837520938025
Pseudomonas,0.0,0.0,0.0,0.0
uncultured,0.00033068783068783067,0.0,0.0,0.0
Lewinella,0.0,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.0,0.0
Pseudomonadaceae_unclassified,0.0,0.0,0.0,0.0
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Puniceicoccus,0.0,0.0,0.0,0.0
Acinetobacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Desulfobulbaceae_unclassified,0.0,0.0,0.0,0.0
Methanogenium,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Flavobacterium,0.0,0.0,0.0,0.0
Comamonadaceae_unclassified,0.00031836994587710921,0.0,0.0,0.0
Halomonas,0.0,0.0,0.0,0.0
Rhodococcus,0.0,0.0,0.0,0.0
unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Archaea_unclassified,0.0,0.0003138731952291274,0.00066107522229760503,0.0036343043341708543
Undibacterium,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.00032840722495894905,0.00033333333333333332
Proteobacteria_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Crocinitomix,0.0,0.0,0.0,0.00033500837520938025
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Coxiella,0.0,0.0,0.0,0.0
Donghicola,0.0,0.0,0.0,0.0
Flavobacteriaceae_unclassified,0.0,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.0,0.0
Colwelliaceae_unclassified,0.0,0.0,0.002303411786170407,0.00066052920854271357
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Flavobacterium,0.0,0.0,0.0,0.0
Holdemanella,0.0,0.0,0.0,0.0
Pseudodonghicola,0.0,0.0,0.0,0.0
Zoogloea,0.00033068783068783067,0.0,0.0,0.0
Maricurvus,0.0,0.00032237266279819472,0.00099404365871431726,0.00065885416666666664
Bacteroidetes_unclassified,0.0,0.0,0.0,0.0
Carboxylicivirga,0.0,0.0,0.00032840722495894905,0.0016543917504187606
Ruminococcus_2,0.0,0.0,0.0,0.0
Fusicatenibacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Oceanospirillaceae_unclassified,0.0,0.0,0.0,0.0
Flavobacterium,0.00097362772138804936,0.0,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Cellvibrionaceae_unclassified,0.00032456994482310937,0.00096711798839458415,0.0013201702779443846,0.00065885416666666664
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Prevotella,0.0,0.0,0.0,0.0
Saccharibacteria_ge,0.00031836994587710921,0.0003138731952291274,0.0,0.0
Desulfovibrio,0.0,0.0,0.0,0.0
Aeromonas,0.0,0.0,0.0,0.0
Enhydrobacter,0.0,0.0,0.0,0.0
Streptococcus,0.0,0.0,0.0,0.0
Lachnospiraceae_ND3007_group,0.0,0.0,0.0,0.0
Desulfobacter,0.0,0.0,0.0,0.0
Cloacimonetes_unclassified,0.0,0.0,0.0,0.0
Acinetobacter,0.00032456994482310937,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Moraxellaceae_ge,0.0,0.0,0.0,0.0
Bacteria_unclassified,0.0,0.0,0.0,0.0
Psychrobacter,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Leadbetterella,0.00064905777656493982,0.0,0.0,0.0
Nitriliruptoraceae_unclassified,0.0,0.0,0.0,0.0
Pelagibacterium,0.0,0.0,0.0,0.0
Rhodobacteraceae_unclassified,0.0,0.0,0.0,0.0
Sneathiella,0.0,0.00032237266279819472,0.00033266799733865598,0.0
Alphaproteobacteria_unclassified,0.0,0.0,0.0,0.0
Albidiferax,0.0,0.0,0.0,0.0
Lachnospiraceae_unclassified,0.0,0.0,0.0,0.0
Shimia,0.0,0.0,0.0,0.0
Cellvibrionaceae_unclassified,0.0,0.0,0.0019855062726216971,0.0013333333333333333
