Group,daily_1,daily_2,daily_3,daily_4
Otu000102,0.0,0.0,0.0,0.0
Otu000103,0.0016288854968989897,0.0,0.0,0.0
Otu000104,0.0,0.0,0.0,0.0
Otu000105,0.0058233305576528525,0.0062681281745514093,0.0059551395293703782,0.0026560667922948069
Otu000106,0.0,0.0,0.0,0.0
Otu000107,0.0042067629455645851,0.0068244881602927202,0.0069528430823082897,0.0039754501675041878
Otu000108,0.0,0.0,0.0,0.0
Otu000109,0.0,0.0,0.0,0.0
Otu000110,0.0,0.0,0.0,0.0
Otu000111,0.0,0.00032237266279819472,0.00032840722495894905,0.00033333333333333332
Otu000112,0.0,0.0,0.0,0.0
Otu000113,0.0,0.0,0.0,0.0
Otu000114,0.0,0.0,0.0,0.0
Otu000115,0.0,0.0,0.0,0.0
Otu000116,0.0,0.0,0.0,0.0
Otu000117,0.0,0.0,0.00066107522229760503,0.0013288709170854271
Otu000118,0.0,0.0,0.0,0.0
Otu000119,0.0012919976672651585,0.0,0.0,0.0
Otu000120,0.0,0.0,0.0,0.0
Otu000121,0.00097982772033404953,0.0012809911836237115,0.00099176305298543581,0.00099386254187604694
Otu000122,0.0,0.0,0.0,0.00033333333333333332
Otu000123,0.0009797456072527706,0.0,0.0,0.0
Otu000124,0.0,0.00061202465617128611,0.0,0.00099386254187604694
Otu000125,0.0,0.0002981514609421586,0.00066107522229760503,0.0052948335427135682
Otu000126,0.0,0.0,0.0,0.0
Otu000127,0.0,0.0,0.0,0.0
Otu000128,0.0019595733275868201,0.0028031919569084427,0.0019835261059708716,0.00099386254187604694
Otu000129,0.0,0.0,0.00065909505564677978,0.00066834170854271357
Otu000130,0.0,0.0,0.0,0.0
Otu000131,0.0,0.0,0.0,0.0
Otu000132,0.0,0.0,0.0,0.0
Otu000133,0.0009797456072527706,0.0003138731952291274,0.0,0.0
Otu000134,0.0,0.0,0.0,0.0
Otu000135,0.00032456994482310937,0.00032237266279819472,0.00032840722495894905,0.00033500837520938025
Otu000136,0.0,0.0,0.0,0.0
Otu000137,0.00097362772138804936,0.0,0.0,0.0
Otu000138,0.0,0.0,0.0,0.0
Otu000139,0.0,0.0,0.0,0.0
Otu000140,0.0,0.0,0.0,0.0
Otu000141,0.0,0.0,0.0,0.0
Otu000142,0.0,0.0,0.0,0.0
Otu000143,0.0,0.0,0.0,0.0
Otu000144,0.0,0.0,0.0,0.0
Otu000145,0.0,0.0,0.0,0.0
Otu000146,0.00033068783068783067,0.00062052412374035337,0.00065909505564677978,0.00099386254187604694
Otu000147,0.0,0.0,0.0,0.0
Otu000148,0.0,0.0,0.0,0.0
Otu000149,0.0,0.0,0.0,0.0
Otu000150,0.0,0.0,0.0,0.0
Otu000151,0.0016226854979529892,0.0,0.0,0.0
Otu000152,0.0,0.0,0.0,0.0
Otu000153,0.0,0.0,0.0,0.0
Otu000154,0.00097362772138804936,0.0036904240730170168,0.002644901767346533,0.0019782375418760469
Otu000155,0.0,0.0,0.0,0.0
Otu000156,0.0,0.0,0.0,0.0
Otu000157,0.0,0.0,0.0,0.0
Otu000158,0.0,0.0,0.0,0.0
Otu000159,0.0016350033827637108,0.0003138731952291274,0.0,0.0
Otu000160,0.0,0.0,0.0,0.0
Otu000161,0.0,0.0,0.0,0.0
Otu000162,0.0,0.0,0.0,0.0
Otu000163,0.0,0.0,0.0,0.0
Otu000164,0.00033068783068783067,0.00062052412374035337,0.00098948244725655414,0.0016638792922948073
Otu000165,0.0016226854979529892,0.00032237266279819472,0.0,0.0
Otu000166,0.0,0.0,0.0,0.0
Otu000167,0.0,0.0,0.0,0.0
Otu000168,0.00033068783068783067,0.0,0.0,0.0
Otu000169,0.0,0.0,0.0,0.0
Otu000170,0.0,0.0,0.0,0.0
Otu000171,0.0,0.0,0.0,0.0
Otu000172,0.0,0.0,0.0,0.0
Otu000173,0.0,0.0,0.0,0.0
Otu000174,0.0,0.0,0.0,0.0
Otu000175,0.0,0.0002981514609421586,0.00033266799733865598,0.0013193833752093802
Otu000176,0.0,0.0,0.0,0.00033333333333333332
Otu000177,0.0,0.0,0.0,0.0
Otu000178,0.0,0.0,0.0,0.0
Otu000179,0.0,0.0,0.0,0.0
Otu000180,0.0013043155520758801,0.0,0.0,0.0
Otu000181,0.0,0.0002981514609421586,0.00098978288633461034,0.00032552083333333332
Otu000182,0.0,0.0,0.0,0.0
Otu000183,0.0,0.0,0.0,0.0
Otu000184,0.0,0.0,0.0,0.0
Otu000185,0.00031836994587710921,0.0,0.0,0.0
Otu000186,0.0,0.0,0.0,0.0
Otu000187,0.0,0.0,0.0,0.00099386254187604694
Otu000188,0.0,0.0,0.0,0.0
Otu000189,0.0025963953324223171,0.00093439731896948072,0.0013247314894021481,0.00033500837520938025
Otu000190,0.0,0.0,0.0033017162172644305,0.012555629711055276
Otu000191,0.0,0.0,0.0,0.0
Otu000192,0.0006552577755109401,0.0012652694493367428,0.00032840722495894905,0.0009765625
Otu000193,0.00031836994587710921,0.0,0.0,0.00033500837520938025
Otu000194,0.0,0.0,0.0,0.0
Otu000195,0.0,0.0,0.0,0.0
Otu000196,0.0,0.0002981514609421586,0.00099176305298543581,0.0013193833752093802
Otu000197,0.0006552577755109401,0.0,0.0,0.0
Otu000198,0.00064905777656493982,0.0,0.0,0.0
Otu000199,0.0,0.0,0.0,0.0
Otu000200,0.0,0.0,0.0,0.0
Otu000201,0.0,0.0,0.0,0.0
Otu000202,0.00031836994587710921,0.0,0.0,0.0
Otu000203,0.0,0.0,0.0,0.0
Otu000204,0.0,0.0,0.0,0.0
Otu000205,0.0,0.0,0.0,0.0
Otu000206,0.0013043155520758801,0.0003138731952291274,0.0,0.0
Otu000207,0.0,0.0,0.0,0.0
Otu000208,0.0,0.0,0.0,0.00033500837520938025
Otu000209,0.0,0.0,0.0,0.0
Otu000210,0.0,0.0,0.0,0.0
Otu000211,0.0,0.0,0.0,0.0
Otu000212,0.0,0.0,0.0,0.0
Otu000213,0.0,0.0,0.0,0.0
Otu000214,0.0,0.0,0.0,0.0
Otu000215,0.0,0.0,0.0,0.0
Otu000216,0.0,0.00032237266279819472,0.0,0.00033500837520938025
Otu000217,0.0,0.0,0.0,0.0
Otu000218,0.0,0.0,0.0,0.0
Otu000219,0.0,0.0,0.0,0.0
Otu000220,0.0,0.0,0.0,0.0
Otu000221,0.0,0.0,0.0,0.0
Otu000222,0.0,0.0,0.0,0.0
Otu000223,0.0016165676120882676,0.0012567699817676754,0.0013244310503240919,0.00032552083333333332
Otu000224,0.0,0.0,0.0,0.0
Otu000225,0.0,0.0,0.0,0.0
Otu000226,0.0,0.0005963029218843172,0.00032840722495894905,0.00066052920854271357
Otu000227,0.0,0.0,0.0,0.0
Otu000228,0.0,0.0,0.0,0.0
Otu000229,0.0,0.0,0.0,0.0
Otu000230,0.0,0.0,0.0,0.0
Otu000231,0.0,0.0,0.0,0.0
Otu000232,0.0,0.0,0.0,0.0
Otu000233,0.0,0.0,0.0,0.0
Otu000234,0.0,0.0,0.0,0.0
Otu000235,0.0016103676131422676,0.00093439731896948072,0.00066107522229760503,0.00033333333333333332
Otu000236,0.0,0.0,0.0,0.0
Otu000237,0.0,0.0,0.0,0.0
Otu000238,0.0,0.0,0.0,0.0
Otu000239,0.0,0.0,0.0,0.0
Otu000240,0.0,0.0,0.0,0.0
Otu000241,0.00031836994587710921,0.0,0.0016528382752830407,0.0086209170854271364
Otu000242,0.0,0.0,0.0,0.0
Otu000243,0.0,0.0,0.0,0.0
Otu000244,0.0,0.0,0.0,0.00099386254187604694
Otu000245,0.0,0.0,0.0,0.0
Otu000246,0.0,0.0,0.0,0.0
Otu000247,0.0,0.0,0.0,0.0
Otu000248,0.0,0.0,0.0,0.0
Otu000249,0.0,0.0,0.0,0.0
Otu000250,0.0,0.0,0.0,0.0
Otu000251,0.0,0.0,0.0,0.0
Otu000252,0.0,0.0,0.0,0.0
Otu000253,0.0,0.0,0.0,0.0
Otu000254,0.0,0.0,0.0,0.0
Otu000255,0.0,0.0,0.0,0.0
Otu000256,0.0,0.0,0.0,0.0
Otu000257,0.0,0.0,0.0,0.0
Otu000258,0.0,0.0,0.0,0.0
Otu000259,0.0,0.0,0.0,0.0
Otu000260,0.0,0.0,0.0,0.0
Otu000261,0.0,0.0,0.0,0.0
Otu000262,0.0,0.0,0.0,0.0
Otu000263,0.0,0.0,0.0,0.0
Otu000264,0.0,0.0,0.00099176305298543581,0.00099218750000000001
Otu000265,0.0,0.0,0.0,0.0
Otu000266,0.0,0.0,0.0,0.0
Otu000267,0.0,0.0,0.0,0.0
Otu000268,0.0,0.0,0.0,0.0
Otu000269,0.0,0.0,0.0,0.0
Otu000270,0.00032456994482310937,0.0,0.0,0.0
Otu000271,0.0,0.0,0.0,0.0
Otu000272,0.0,0.0,0.0,0.0
Otu000273,0.0,0.0,0.0,0.0
Otu000274,0.0,0.0,0.0,0.0
Otu000275,0.00064905777656493982,0.0,0.0,0.0
Otu000276,0.0,0.0,0.0,0.0
Otu000277,0.00031836994587710921,0.0,0.0,0.0
Otu000278,0.0,0.0,0.0,0.0
Otu000279,0.00097362772138804936,0.0,0.0,0.0
Otu000280,0.0,0.0,0.0,0.0
Otu000281,0.0,0.0,0.0,0.0
Otu000282,0.00031836994587710921,0.0,0.0,0.0
Otu000283,0.0,0.0,0.0,0.0
Otu000284,0.00031836994587710921,0.0,0.0,0.0
Otu000285,0.0,0.0,0.0,0.0
Otu000286,0.0,0.0,0.0,0.0
Otu000287,0.00033068783068783067,0.00032237266279819472,0.0006633558280264867,0.0
Otu000288,0.00031836994587710921,0.0,0.0,0.0
Otu000289,0.0,0.0,0.0,0.0
Otu000290,0.0,0.0,0.0,0.0
Otu000291,0.0,0.0,0.0,0.0
Otu000292,0.0,0.0,0.0,0.0
Otu000293,0.0,0.0,0.0,0.0
Otu000294,0.0,0.0,0.0,0.0
Otu000295,0.0,0.0,0.0,0.0
Otu000296,0.0,0.0,0.0,0.0
Otu000297,0.0,0.0,0.0,0.0
Otu000298,0.0,0.00062052412374035337,0.002644901767346533,0.0016622042504187606
Otu000299,0.0,0.0,0.0,0.0
Otu000300,0.0,0.0,0.0,0.0
Otu000301,0.0,0.0,0.0,0.0
Otu000302,0.0,0.0,0.0,0.0
Otu000303,0.0,0.0,0.0,0.0
Otu000304,0.0,0.0,0.0,0.0
Otu000305,0.0,0.0,0.0,0.0
Otu000306,0.0,0.0,0.0,0.0
Otu000307,0.0,0.0,0.00065909505564677978,0.0016543917504187606
Otu000308,0.0,0.0,0.0,0.0
Otu000309,0.0,0.0,0.0,0.0
Otu000310,0.00031836994587710921,0.0,0.0,0.0
Otu000311,0.0,0.0,0.0,0.0
Otu000312,0.0,0.0,0.0,0.0
Otu000313,0.0,0.0,0.0,0.0
Otu000314,0.0,0.0,0.0,0.0
Otu000315,0.0,0.0,0.0,0.0
Otu000316,0.0,0.0,0.0,0.0
Otu000317,0.0,0.00032237266279819472,0.00065909505564677978,0.00099386254187604694
Otu000318,0.0,0.0,0.0,0.0
Otu000319,0.0,0.0,0.0,0.0
Otu000320,0.00097362772138804936,0.0,0.0,0.0
Otu000321,0.0,0.0,0.0,0.0
Otu000322,0.0,0.0,0.0,0.0
Otu000323,0.0,0.0,0.0,0.0
Otu000324,0.0,0.0002981514609421586,0.0,0.0
Otu000325,0.00064905777656493982,0.0,0.0,0.0
Otu000326,0.00031836994587710921,0.0,0.0,0.0
Otu000327,0.0,0.0,0.0,0.0
Otu000328,0.0,0.0,0.0,0.0
Otu000329,0.0,0.0,0.0,0.0
Otu000330,0.0012981976662111586,0.0012567699817676754,0.0,0.00066052920854271357
Otu000331,0.0,0.0,0.0,0.0
Otu000332,0.0,0.0,0.0,0.0
Otu000333,0.0,0.0,0.0,0.0
Otu000334,0.0,0.0,0.0,0.0
Otu000335,0.0,0.0,0.0,0.0
Otu000336,0.0,0.0,0.0,0.0
Otu000337,0.00031836994587710921,0.0,0.0,0.0
Otu000338,0.0,0.0,0.0,0.0
Otu000339,0.0,0.0,0.0,0.0
Otu000340,0.0,0.0,0.0,0.0
Otu000341,0.0,0.0,0.0,0.0
Otu000342,0.0,0.0,0.0,0.0
Otu000343,0.0,0.0,0.0,0.0
Otu000344,0.0,0.0,0.0,0.0
Otu000345,0.0,0.0,0.0,0.0
Otu000346,0.0,0.0,0.0026468819339973584,0.0013288709170854271
Otu000347,0.0,0.0,0.0,0.0
Otu000348,0.0,0.0,0.0,0.0
Otu000349,0.0,0.0,0.0,0.0
Otu000350,0.0,0.0,0.0,0.0
Otu000351,0.0,0.0,0.0,0.0
Otu000352,0.0,0.0002981514609421586,0.0,0.0
Otu000353,0.0,0.0,0.0,0.0
Otu000354,0.0,0.0,0.0,0.0
Otu000355,0.0,0.0,0.0,0.0
Otu000356,0.0,0.0,0.0,0.0
Otu000357,0.0,0.0,0.0,0.0
Otu000358,0.0,0.0,0.0,0.0
Otu000359,0.0,0.0,0.0,0.0
Otu000360,0.0,0.0,0.0,0.0
Otu000361,0.0,0.0,0.0,0.0
Otu000362,0.0,0.0,0.0,0.0
Otu000363,0.0,0.0,0.0,0.0
Otu000364,0.0,0.0002981514609421586,0.0,0.0
Otu000365,0.0,0.0,0.0,0.0
Otu000366,0.0,0.0,0.0,0.0
Otu000367,0.0,0.0,0.0,0.0
Otu000368,0.0,0.0,0.0,0.0
Otu000369,0.00033068783068783067,0.0,0.0,0.0
Otu000370,0.0,0.00062052412374035337,0.0006633558280264867,0.00033333333333333332
Otu000371,0.0,0.0,0.0,0.0
Otu000372,0.0,0.0,0.0,0.00099553758375209387
Otu000373,0.0,0.0,0.0,0.0
Otu000374,0.0006552577755109401,0.0,0.0,0.0
Otu000375,0.0,0.0,0.0,0.0
Otu000376,0.0,0.0,0.0013221504445952101,0.00033500837520938025
Otu000377,0.0,0.0,0.0,0.0
Otu000378,0.00033068783068783067,0.0,0.0,0.0
Otu000379,0.0,0.0,0.0,0.0
Otu000380,0.0,0.0,0.0,0.0
Otu000381,0.0,0.0,0.0,0.0
Otu000382,0.0,0.0,0.0,0.0
Otu000383,0.0,0.0,0.0,0.0
Otu000384,0.0,0.0,0.0,0.0
Otu000385,0.0,0.0,0.0,0.0
Otu000386,0.0,0.0,0.0,0.0
Otu000387,0.0,0.0,0.0,0.0
Otu000388,0.0,0.0,0.0,0.0
Otu000389,0.0,0.0,0.0,0.0
Otu000390,0.00031836994587710921,0.0,0.0,0.0
Otu000391,0.0,0.0,0.0,0.0
Otu000392,0.0,0.0,0.0,0.0
Otu000393,0.0,0.0,0.0,0.0
Otu000394,0.0,0.0,0.0,0.0
Otu000395,0.0,0.0,0.0,0.0
Otu000396,0.0,0.0003138731952291274,0.00066107522229760503,0.0036343043341708543
Otu000397,0.0,0.0,0.0,0.0
Otu000398,0.0,0.0,0.0,0.0
Otu000399,0.0,0.0,0.00032840722495894905,0.00033333333333333332
Otu000400,0.0,0.0,0.0,0.0
Otu000401,0.0,0.0,0.0,0.0
Otu000402,0.0,0.0,0.0,0.00033500837520938025
Otu000403,0.0,0.0,0.0,0.0
Otu000404,0.0,0.0,0.0,0.0
Otu000405,0.0,0.0,0.0,0.0
Otu000406,0.0,0.0,0.0,0.0
Otu000407,0.0,0.0,0.0,0.0
Otu000408,0.0,0.0,0.0,0.0
Otu000409,0.0,0.0,0.002303411786170407,0.00066052920854271357
Otu000410,0.0,0.0,0.0,0.0
Otu000411,0.0,0.0,0.0,0.0
Otu000412,0.0,0.0,0.0,0.0
Otu000413,0.0,0.0,0.0,0.0
Otu000414,0.00033068783068783067,0.0,0.0,0.0
Otu000415,0.0,0.00032237266279819472,0.00099404365871431726,0.00065885416666666664
Otu000416,0.0,0.0,0.0,0.0
Otu000417,0.0,0.0,0.00032840722495894905,0.0016543917504187606
Otu000418,0.0,0.0,0.0,0.0
Otu000419,0.0,0.0,0.0,0.0
Otu000420,0.0,0.0,0.0,0.0
Otu000421,0.0,0.0,0.0,0.0
Otu000422,0.00097362772138804936,0.0,0.0,0.0
Otu000423,0.0,0.0,0.0,0.0
Otu000424,0.00032456994482310937,0.00096711798839458415,0.0013201702779443846,0.00065885416666666664
Otu000425,0.0,0.0,0.0,0.0
Otu000426,0.0,0.0,0.0,0.0
Otu000427,0.00031836994587710921,0.0003138731952291274,0.0,0.0
Otu000428,0.0,0.0,0.0,0.0
Otu000429,0.0,0.0,0.0,0.0
Otu000430,0.0,0.0,0.0,0.0
Otu000431,0.0,0.0,0.0,0.0
Otu000432,0.0,0.0,0.0,0.0
Otu000433,0.0,0.0,0.0,0.0
Otu000434,0.0,0.0,0.0,0.0
Otu000435,0.00032456994482310937,0.0,0.0,0.0
Otu000436,0.0,0.0,0.0,0.0
Otu000437,0.0,0.0,0.0,0.0
Otu000438,0.0,0.0,0.0,0.0
Otu000439,0.0,0.0,0.0,0.0
Otu000440,0.0,0.0,0.0,0.0
Otu000441,0.00064905777656493982,0.0,0.0,0.0
Otu000442,0.0,0.0,0.0,0.0
Otu000443,0.0,0.0,0.0,0.0
Otu000444,0.0,0.0,0.0,0.0
Otu000445,0.0,0.00032237266279819472,0.00033266799733865598,0.0
Otu000446,0.0,0.0,0.0,0.0
Otu000447,0.0,0.0,0.0,0.0
Otu000448,0.0,0.0,0.0,0.0
Otu000449,0.0,0.0,0.0,0.0
Otu000450,0.0,0.0,0.0019855062726216971,0.0013333333333333333
Otu000451,0.0,0.0,0.0,0.0
Otu000452,0.0,0.0,0.0,0.0
Otu000453,0.0,0.00032237266279819472,0.0016511585477102717,0.0013288709170854271
Otu000454,0.0,0.0002981514609421586,0.0,0.0
Otu000455,0.0,0.0,0.0,0.0
Otu000456,0.0,0.0,0.0,0.0
Otu000457,0.0,0.0,0.0,0.0
Otu000458,0.0,0.0,0.0,0.0
Otu000459,0.0,0.0,0.0,0.0
Otu000460,0.0,0.0,0.0,0.0
Otu000461,0.0,0.0,0.0039408866995073897,0.001
Otu000462,0.0,0.0,0.0,0.0
Otu000463,0.0,0.0,0.0,0.0
Otu000464,0.0,0.0,0.0,0.0
Otu000465,0.0,0.0,0.00066107522229760503,0.00099386254187604694
Otu000466,0.0,0.0,0.0,0.00033333333333333332
Otu000467,0.0,0.0,0.00032840722495894905,0.0
Otu000468,0.0,0.0,0.00033266799733865598,0.00099386254187604694
Otu000469,0.0,0.0,0.0,0.0
Otu000470,0.00033068783068783067,0.0,0.0,0.0
Otu000471,0.0,0.0,0.0,0.0
Otu000472,0.0,0.0,0.0,0.0
Otu000473,0.00031836994587710921,0.0,0.0,0.0
Otu000474,0.00033068783068783067,0.0,0.0,0.0
Otu000475,0.0,0.0,0.0,0.0
Otu000476,0.0,0.0,0.0,0.0
Otu000477,0.0,0.0,0.0,0.0
Otu000478,0.0,0.0,0.0,0.0
Otu000479,0.0,0.0,0.0,0.0
Otu000480,0.0,0.0,0.0029556650246305421,0.0
Otu000481,0.0,0.0,0.0,0.0
Otu000482,0.0,0.0,0.0,0.0
Otu000483,0.0,0.0,0.0,0.0
Otu000484,0.0,0.0,0.0,0.0
Otu000485,0.0,0.0,0.0,0.0
Otu000486,0.0,0.0,0.0,0.0
Otu000487,0.0,0.0,0.0,0.0013366834170854271
Otu000488,0.0,0.00032237266279819472,0.00032840722495894905,0.0
Otu000489,0.0,0.0,0.0,0.0
Otu000490,0.0,0.0,0.0,0.0
Otu000491,0.0,0.0,0.0,0.0
Otu000492,0.0,0.0,0.0,0.0
Otu000493,0.0,0.0,0.0,0.0
Otu000494,0.0,0.0,0.0,0.0
Otu000495,0.0,0.0,0.0,0.0
Otu000496,0.0,0.0,0.0,0.0
Otu000497,0.00033068783068783067,0.0,0.0,0.0
Otu000498,0.0,0.0,0.0,0.0
Otu000499,0.0,0.0,0.0,0.0
Otu000500,0.0,0.0,0.0,0.0
Otu000501,0.00033068783068783067,0.0,0.0,0.0
Otu000502,0.0,0.0,0.0,0.0
Otu000503,0.0,0.0,0.0,0.0
Otu000504,0.0,0.0,0.0,0.0
Otu000505,0.0,0.0,0.0,0.0
Otu000506,0.0,0.0,0.0,0.0
Otu000507,0.0,0.0,0.0,0.0
Otu000508,0.0,0.0,0.0,0.0
Otu000509,0.0,0.0,0.0,0.0
Otu000510,0.0,0.0,0.0,0.0
Otu000511,0.00031836994587710921,0.0,0.0,0.0
Otu000512,0.0,0.0,0.0,0.0
Otu000513,0.0,0.0,0.0,0.0
Otu000514,0.0,0.0,0.0,0.0
Otu000515,0.0,0.0,0.0,0.0
Otu000516,0.0,0.0,0.0,0.0
Otu000517,0.0,0.0,0.0,0.0
Otu000518,0.0,0.0,0.0,0.0
Otu000519,0.0,0.0,0.0,0.0
Otu000520,0.0,0.0,0.0,0.0
Otu000521,0.0,0.0,0.0,0.0
Otu000522,0.0,0.0,0.0,0.0
Otu000523,0.0,0.0,0.0,0.0
Otu000524,0.0,0.0,0.0,0.0
Otu000525,0.0,0.0,0.0,0.0
Otu000526,0.0,0.0,0.0,0.0
Otu000527,0.0,0.0012894906511927789,0.0013181901112935596,0.0
Otu000528,0.00033068783068783067,0.0,0.0,0.00066052920854271357
Otu000529,0.0,0.0,0.0,0.0
Otu000530,0.0,0.0,0.0,0.0
Otu000531,0.0,0.0,0.0,0.0
Otu000532,0.0,0.0,0.0,0.0
Otu000533,0.0,0.0,0.0,0.0
Otu000534,0.0,0.0,0.0,0.0
Otu000535,0.0,0.0,0.0,0.0
Otu000536,0.0,0.0,0.0,0.0
