Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV000071,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,NA
ASV000072,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV000073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA
ASV000074,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,NA
ASV000075,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV000076,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,brassicae
ASV000077,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
ASV000078,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV000079,Bacteria,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae,Defluviitaleaceae_UCG-011,NA
ASV000080,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
ASV000081,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV000082,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium,stanieri
ASV000083,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA,NA
ASV000084,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000085,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,NA
ASV000086,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV000087,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter_4,NA
ASV000088,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,profunda
ASV000089,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,NA
ASV000090,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,BRH-c57,NA
ASV000091,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000092,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
ASV000093,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,NA,NA,NA
ASV000094,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,NA
ASV000095,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
ASV000096,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
ASV000097,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV000098,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleibacter,NA
ASV000099,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleibacter,NA
ASV000100,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,NA
ASV000101,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,NA
ASV000102,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA,NA
ASV000103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
ASV000104,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000105,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000106,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV000107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000108,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,algicida
ASV000109,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,adriaticum
ASV000110,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV000111,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sphaerotilus,NA
ASV000112,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,pasteri
ASV000113,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
ASV000114,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
ASV000115,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,NA
ASV000116,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
ASV000117,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV000118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
ASV000119,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,NA,NA
ASV000120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000121,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,NA
ASV000122,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000123,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000124,Bacteria,Actinobacteria,NA,NA,NA,NA,NA
ASV000125,Bacteria,NA,NA,NA,NA,NA,NA
ASV000126,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,NA
ASV000127,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,NA
ASV000128,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV000129,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV000130,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleibacter,NA
ASV000131,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio,NA
ASV000132,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000133,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,NA,NA
ASV000134,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000135,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,NA
ASV000136,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,koreensis
ASV000137,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
ASV000138,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,sediminis
ASV000139,Bacteria,Planctomycetes,NA,NA,NA,NA,NA
ASV000140,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,NA
ASV000141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000142,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,CM1G08,NA
ASV000143,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV000144,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
ASV000145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
ASV000146,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,MSBL8,NA,NA
ASV000147,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,NA
ASV000148,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,melaninogenica
ASV000149,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
ASV000150,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000151,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA
ASV000152,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA
ASV000153,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
ASV000154,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,NA
ASV000155,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA,NA
ASV000156,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV000157,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,marinum
ASV000158,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA,NA
ASV000159,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV000160,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,NA
ASV000161,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000162,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus,NA
ASV000163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,NA
ASV000164,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000165,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,salexigens
ASV000166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,NA,NA,NA
ASV000167,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,mucilaginosa
ASV000168,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000169,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV000170,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Oceanococcus,atlanticus
ASV000171,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanibulbus,indolifex
ASV000173,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000174,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,NA
ASV000175,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000176,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV000177,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,histicola
ASV000178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Donghicola,NA
ASV000179,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
ASV000180,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV000181,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV000182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,NA
ASV000183,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudodonghicola,NA
ASV000184,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV000185,Bacteria,NA,NA,NA,NA,NA,NA
ASV000186,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV000187,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,agitata
ASV000188,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,NA
ASV000189,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV000190,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,metallidurans
ASV000191,Bacteria,Firmicutes,Clostridia,Clostridiales,JTB215,NA,NA
ASV000192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,NA
ASV000193,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Giesbergeria,NA
ASV000194,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000195,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccus,NA
ASV000196,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA
ASV000197,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,nitratireducens
ASV000198,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA,NA
ASV000199,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000200,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
ASV000201,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,L21-RPul-D3,NA,NA
ASV000202,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,NA
ASV000203,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,NA
ASV000204,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,NA
ASV000205,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,NA
ASV000206,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA
ASV000207,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,mariniglutinosa
ASV000208,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA,NA
ASV000209,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,NA
ASV000210,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,Izimaplasma,NA
ASV000211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000212,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
ASV000213,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,NA
ASV000214,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA,NA
ASV000215,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000216,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
ASV000217,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia,NA
ASV000218,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000219,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,NA
ASV000220,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,NA,NA
ASV000221,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,NA,NA,NA
ASV000222,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,NA
ASV000223,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,NA
ASV000224,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,NA
ASV000225,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,NA
ASV000226,Bacteria,Firmicutes,NA,NA,NA,NA,NA
ASV000227,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV000228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA
ASV000229,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Motiliproteus,NA
ASV000230,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
ASV000231,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
ASV000232,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV000233,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
ASV000234,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,jeotgali
ASV000235,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,gilardii
ASV000236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000238,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,aggregatus
ASV000239,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,NA
ASV000240,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,stearothermophilus
ASV000241,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_ND3007_group,NA
ASV000242,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,L21-RPul-D3,NA,NA
ASV000243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV000244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
